id,type,text1,text2,text3,text4,notes
nsp_dominator_safeguard,SHIP,"Built to the specifications of the 14th Domain Battlegroup which founded the Hegemony, this vessel is a prime example of the Domain Navy's 'decisive battle' doctrine, particularly exhibited by a series of radical structural modifications performed using pre-Collapse industrial technology. Ponderous and menacing, the Dominator-class is one of the most widespread system defense cruisers in Hegemony space. 

While not the most technologically advanced hull, it relies on a plethora of ballistic hardpoints to accomplish its mission, which is more often than not defending orbital installations and vital points of intra-system trade routes. A poor shield emitter which is difficult to manage and thus, rarely engaged, gives way to an almost impregnable interlocking armor belt system making the Dominator safe from most weapons. Even strike craft cannot overcome the hail of projectiles that can be launched to intercept their payloads. This hull proves that tried and true military engineering is difficult to overcome by new ideas and technologies, especially when in the hands of tough, determined crews and experienced officers.

Dependable, durable, and a constant presence in home space around civilized worlds and outposts, the Dominator is perhaps most hated and feared by pirates and law-breaking corporate agents.",,,,
nsp_eagle_safeguard,SHIP,"Built to the specifications of the 14th Domain Battlegroup which founded the Hegemony, this vessel is a prime example of the Domain Navy's 'decisive battle' doctrine, particularly exhibited by a series of radical structural modifications performed using pre-Collapse industrial technology. Eagle-class cruisers are often found at the core of military fleets headed for battle. It is not hard to see why: A strong overall profile, with a robust engine, the Eagle's deadly weapons package is a threat to all enemies.

The Eagle can deliver a strong tactical punch to enemy formations. Its numerous turret and hardpoint emplacements make it very dangerous to smaller foes. Decent armor and a strong shield emitter let it hold space while outnumbered, or even when faced with the rare larger ship. 

These strengths are somewhat countered by strike craft - an Eagle captain must always watch their scopes for an approaching strike squadron, since their ship will be easily crippled by multiple hits from modern strike weapons. 

The embodiment of the sleek and powerful space cruiser from the time of the Domain, the Eagle-class ships are a beautiful reminder of the technological and aesthetic achievements of humanity's past.",,,,
nsp_falcon_safeguard,SHIP,"Built to the specifications of the 14th Domain Battlegroup which founded the Hegemony, this vessel is a prime example of the Domain Navy's 'decisive battle' doctrine, particularly exhibited by a series of radical structural modifications performed using pre-Collapse industrial technology. Often called the Eagle cruiser's little brother, the Falcon-class cruiser sacrifices armor for speed, neatly filling the light cruiser role in military fleets throughout the Sector. 

The light designation does not indicate a significant reduction in firepower, however, making the Falcon a valuable tactical asset to any fleet. The ship is easily able to fill a wide variety of roles, from close support to assault, given the proper configuration. 

The Falcon's top notch engines give it the ability to quickly disengage from battle should its defenses be pressed to a critical point.

Swift and elegant, Falcon-class cruisers are often found as lead elements in larger fleet formations, or deployed to reinforce anti-pirate convoys.",,,,
nsp_enforcer_safeguard,SHIP,"Built to the specifications of the 14th Domain Battlegroup which founded the Hegemony, this vessel is a prime example of the Domain Navy's 'decisive battle' doctrine, particularly exhibited by a series of radical structural modifications performed using pre-Collapse industrial technology. The Enforcer-class ships commonly serve in system or convoy defense roles. The design features good armor and multiple ballistic hardpoints, while shield performance is somewhat underwhelming. 

The blueprints of the ship call for many components similar to those found in the Onslaught-class battleships, suggesting that the designs were created during a similar period of military expansion in the Domain. The Enforcer-class features similar no-nonsense weapon system design choices, tough bulkheads, and is well regarded by its crews.

Tough to beat in a destroyer to destroyer fight, the Enforcer rarely takes part in larger battles due to the common view that its low speed makes it a liability. Nonetheless, Hegemony order of battle doctrines mandate an attached Enforcer squadron as a screen for Onslaught-class battleships. The logistical ease with which shared components can be used by both ship types is exactly the type of detail that excites Hegemony logistics bureaucrats.",,,,
nsp_saros,SHIP,"An ancient, resilient design of drone fighter from a bygone era.",,,,
nsp_destrapogee,SHIP,"A high tech destroyer in the same family of the famous Apogee class, the Culmination is the result of a program which desired to bring similar exploratory capabilities, in a smaller form factor. A somewhat odd thing, this destroyer is rarely seen in the modern persean sector, thanks to only having been produced in limited amounts prior to the collapse. Before, of course, it's blueprint was recovered during an expedition outside the coreworlds.",,,,
nsp_iliad,SHIP,"The result of observations following the initial failure yet eventual success of the Odyssey-class battlecruiser, the Iliad was intended to be a more coherent successor to the allegedly AI designed vessel. Based upon the often overlooked Conquest-class in order to save time in the design phase, the Iliad's creation process was, at first, rather smooth. Unfortunately, the project was soon plagued by both budget constraints and increased demands, simultaneously from higher departments as well as potential customers. This resulted in several rushed aspects and design concessions being forced into the vessel to appease timeline constraints, conflicting cutting-edge systems shoved haphazardly into the ungainly spheroid hull. The result was, begrudgingly, well-received and moderately successful, but the issues plaguing it prevented it from reaching a wider market than those investors suffering from sunk-cost fallacy, with the occasional exception of a particularly delusional Odyssey-class captain.",,,,
nsp_incursion,SHIP,"A succesor to the late Vanguard class heavy frigate, the Incursor was designed to serve a more aggressive, rapid-response esque role. Equipped with a low-grade burn which can be maintained indefinitely, this ship is deceptively fast and maneuverable for something of it's age.",,,,
nsp_incursion_path,SHIP,"A succesor to the late Vanguard class heavy frigate, the Incursor was designed to serve a more aggressive, rapid-response esque role. Equipped with a low-grade burn which can be maintained indefinitely, this ship is deceptively fast and maneuverable for something of it's age.",,,,
nsp_incursion_merc,SHIP,"A succesor to the late Vanguard class heavy frigate, the Incursor was designed to serve a more aggressive, rapid-response esque role. Equipped with a low-grade burn which can be maintained indefinitely, this ship is deceptively fast and maneuverable for something of it's age. This variant has been heavily upgraded and retrofit by a now-defunct mercenary company.",,,,
nsp_incursion_church,SHIP,"A succesor to the late Vanguard class heavy frigate, the Incursor was designed to serve a more aggressive, rapid-response esque role. Equipped with a low-grade burn which can be maintained indefinitely, this ship is deceptively fast and maneuverable for something of it's age. This variant has been superficially modified to don the livery of the church.",,,,
nsp_dominator_pather,SHIP,"Ponderous and menacing, the Dominator-class is one of the most widespread system defense cruisers in Hegemony space. 

While not the most technologically advanced hull, it relies on a plethora of ballistic hardpoints to accomplish its mission, which is more often than not defending orbital installations and vital points of intra-system trade routes. A poor shield emitter which is difficult to manage and thus, rarely engaged, gives way to an almost impregnable interlocking armor belt system making the Dominator safe from most weapons. Even strike craft cannot overcome the hail of projectiles that can be launched to intercept their payloads. This hull proves that tried and true military engineering is difficult to overcome by new ideas and technologies, especially when in the hands of tough, determined crews and experienced officers.

Dependable, durable, and a constant presence in home space around civilized worlds and outposts, the Dominator is perhaps most hated and feared by pirates and law-breaking corporate agents. 

Heavily modified my the radical militants of the luddic path, this once sluggish ship has been turned into a terrifying, jury-rigged weapon of war.",,,,
nsp_hammerhead_pather,SHIP,"A midline destroyer from the golden age of the Domain, the Hammerhead is respected for its staying power in battle as well as its ballistic capabilities. Fit with extreme modifications by it's Luddic Path crew, this vessel has been turned into a 'holy' weapon of war.",,,,
nsp_champion_auto,SHIP,"The Champion-class heavy cruiser is a versatile warship featuring a range of powerful energy weapons; the crowning element is a heavy energy turret mounting, rare among midline ships. This offensive array is backed by a robust energy grid capable of supercharging the energy weapon loadout, increasing damage output to devastating levels. A heavy missile hardpoint complements the loadout by enabling the Champion to unleash a crippling strike without taxing flux levels. The Champion is a solid and capable contender, able to face capital ships on the battle-line. This variant has been heavily modified, with a highly illegal autonomous conversion having been performed.

A relatively recent design, the Champion is a product of the historically recent ""Cruiser School"" naval revolution that never saw active service in the pre-collapse Domain Armada. Although prototypes were constructed and forge-ready specifications distributed to several battlegroups, the Champion was never cleared for active deployment due to an ongoing lawsuit between Altair Exotech and Orion Shipyards. Each megacorp accused the other of industrial espionage and inappropriately influencing the Armada officers overseeing the procurement process. The truth was more complex, inflaming longstanding rivalries in the officer corps as the investigatory committee called witness after witness. The Collapse prevented any sort of conclusive ruling from reaching the Persean Sector however, and now the entire matter is considered irrelevant. With the discovery of Champion plans on a Domain armaments courier, the warship was quickly put into service by the fleet of the Persean League, among others.",,,,
nsp_dominator_phase,SHIP,"Ponderous and menacing, the Dominator-class is one of the most widespread system defense cruisers in Hegemony space. The idea of such a vessel being converted to have phase capabilities would be anathema to most engineers within the sector, and appaling to any proud Hegemony officer, or faithful follower of Ludd. And yet, here it is.

While not usually the most technologically advanced hull, it relies on a plethora of ballistic hardpoints to accomplish its mission, which is more often than not defending orbital installations and vital points of intra-system trade routes. It's poor shield emitter has been entirely replaced by a phase coil system, it's internals having been entirely and professionally overhauled, something out of scope even within the wealth that operating in a legal gray area can pose. Evidence within the ship's logs, though limited, alludes to Tri-Tachyon influence within the conversion process of this vessel.

Dependable, durable, and a constant presence in home space around civilized worlds and outposts, the Dominator is perhaps most hated and feared by pirates and law-breaking corporate agents.",,,,
nsp_elucidation,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. So the official histories say. 

A Tri-Tachyon special project created with the explicit purpose of wowing potential investors and creating confidence in it's drone-ship projects, the Elucidation class heavy cruiser incorporates several highly advanced technologies in a relatively small, and mobile package. Given the lack of a human crew and thus the necessary concessions for one, it gave Tri-Tachyon's engineers ample space to pack in a weapon suite that could be considered absurd for a cruiser-scale vessel, alongside an energy-bolt-coherence system to further facilitate it's lethality in combat.

Thought to have only been produced in the single digits prior to the onset of the first AI war, these examples were thought confiscated or destroyed in the aftermath of the conflict, but reports of vessels matching it's descriptions do yet exist, shared amongst the odd paranoid spacer, or word-of-mouth legend, and any spacer would be wise to hope that that's what they are. Just legends.",,,,
plasmaoverdrive,SHIP_SYSTEM,Temporarily overcharges both the engine and weaponry systems of the ship. ,,,,
nsp_thgualsno,SHIP,"What is there to be said about the Thgualsno? It is exactly what it looks like to even the most casual observer: an Onslaught class battleship, but wrong in every way. Its engines are mounted where the Thermal Pulse Cannons would be positioned on a standard Onslaught. Its many, many missile mounts are, likewise, where the engines should be on an Onslaught. 

There are many contradictory tales of how this ship came to be, but there are two that stand out as the most repeated and plausible. The first is that a particularly ambitious pirate warlord invested vast amounts of time and credits into cracking the encryption, or just scraping the data of, an Onslaught blueprint for mass production via a stolen nanoforge. The end result was supposedly the first Thgualsno, the sight of which driving the warlord over the edge and causing him to space himself, his warband breaking up after his death. The other is that the first Thgualsno was found by pirates scouring the outer reaches of the Sector. In a dead system that was scoured by the First AI War, a malfunctioning nanoforge, yet still barely functioning, spat out the design once fed a small amount of metal, enough to finalise it. Data corruption due to exposure to hard radiation over a period of years somehow produced a design that human eyes could comprehend, if barely. The resulting glitched Onslaught blueprint was copied and sold to both black and open market channels, explaining how non-pirate operated versions of this ship even exist in the first place.",,,,
nsp_phaseguard,SHIP,"The Avant-garde class phase frigate flows from the same vein of the Grendel, Goblin and Gremlin class vessels. Considered by many to be the final form of the Gremlin class prototype, it is a far safer and more capable vessel, thanks to having been produced many, many years after that obtuse prototype rig. Still, it is nonetheless a phase ship of the low-tech variety, and as such, is subject to all of the misgivings spacer crews have come to associate with these type of vessels, even if it is more comfortable than it's gremlin sibling.",,,,
nsp_eagle_tt,SHIP,"Eagle-class cruisers are often found at the core of military fleets headed for battle. It is not hard to see why: A strong overall profile, with a robust engine, the Eagle's deadly weapons package is a threat to all enemies. This variant has been overhauled and upgraded by Tri-Tachyon to better suit it's fleet doctrine.

The Eagle can deliver a strong tactical punch to enemy formations. Its numerous turret and hardpoint emplacements make it very dangerous to smaller foes. Decent armor and a strong shield emitter let it hold space while outnumbered, or even when faced with the rare larger ship. 

These strengths are somewhat countered by strike craft - an Eagle captain must always watch their scopes for an approaching strike squadron, since their ship will be easily crippled by multiple hits from modern strike weapons. 

The embodiment of the sleek and powerful space cruiser from the time of the Domain, the Eagle-class ships are a beautiful reminder of the technological and aesthetic achievements of humanity's past. ",,,,
nsp_falcon_tt,SHIP,"Often called the Eagle cruiser's little brother, the Falcon-class cruiser sacrifices armor for speed, neatly filling the light cruiser role in military fleets throughout the Sector. This variant has been overhauled and upgraded by Tri-Tachyon to better suit it's fleet doctrine.

The ""light"" designation does not indicate a significant reduction in firepower, however, making the Falcon a valuable tactical asset to any fleet. The ship is easily able to fill a wide variety of roles, from close support to assault, given the proper configuration. 

The Falcon's top notch engines give it the ability to quickly disengage from battle should its defenses be pressed to a critical point.

Swift and elegant, Falcon-class cruisers are often found as lead elements in larger fleet formations, or deployed to reinforce anti-pirate convoys.",,,,
nsp_neoferric_quadcoil,WEAPON,"A Stencor Quadcoil mass-driver. An outdated oddity that hasn't been seen within the Persean sector for many, many years.",,,,
nsp_kardakes,SHIP,"Firstly intended to replace the Hathoda-class orbital siege-capable heavy ballistic weapons platform, then considered a capital-class warship in its own right before the 4th Domain Armada Revised Schema reclassification order, the Kardakes was first deployed to battle conditions during the retaking of the Eridani Insurrection's gains in previous cycles. The Kardakes-class heavy cruiser proved itself a fine addition to the Domain's naval arsenal as it's heavy armor allowed it to sustain damage that would have surely crippled any other class, save the aging Hathoda. Following the Eridani Insurrection and subsequent campaigns, the Kardakes-class would then go on to lay the doctrinal framework for it's eventual replacement, the Dominator-class heavy cruiser.",,,,
nsp_erebid,SHIP,"Born out of a Domain contract-race between several smaller design companies, the Erebid was intended to fill out a niche doctrine among the lower officers of the Domain Armada, that of a hit-and-run ship for fast attack, to be newly classed as an ""assault craft"". 

In many ways the ""bigger brother"" of the aging Vanguard-class heavy frigate, the Erebid employs the same resonant-field-dampening technology to aid in it's role, allowing it's already impressive armor to sustain even further damage while active to facilitate retreat and relocation on the battlefield.

Querying database... 

""Armada leadership, most of whom escaped direct prosecution via the 'Grey Wave' which saw nearly four hundred senior officers resign following the megadeath incident at Hipparcos, and the subsequent containment campaign, called for an emergency hearing regarding fabrication technology security and safety, the Interstellar Quality and Design Assurance Reforms. 

The results of the Interstellar Quality and Design Assurance Reforms - a series of acts passed over an energetic dozen cycles by the representative body of the Human Domain and only so-called by later historians - which build the legal basis for sweeping enforcement of fabrication rights management (henceforth the QDAR reforms), were mandatory security protocols to be implemented in every Universal Access Chip following the passing of the act. Those that failed to comply were fined heavily, and in some cases, had their assets seized, with control of the company either falling to the Domain itself. Or, more often, having it's assets divided and sold to other corporations following the implementation of these security protocols.

While few live to tell of what happened in those tense months that comprised the Hipparcos Containment, it has nonetheless left a scar on the Domain at large. One that may never truly heal.""",,,,
nsp_fulgurite,SHIP,"A standout of Orion Shipyards design in the post-'Emerald Age' exodus, this frontier-rated utility platform featured a spinal-mount microwave emitter modulated for orbit-to-orbit operations. Alongside this, the platform is also capable of orbit-to-surface energy transferral, though this results in the emitter placing far more strain on the vessel's reactor, varying on the distance. Furthermore, this emitter cannot be used on worlds that have habitable atmospheres. Such caveats ensured that the Fulgurite saw both limited adoption in more civilized spaces, and expectedly, wide-spread adoption within frontier sectors, where such concerns were less prevalent.",,,,
nsp_exponent_invictus,CUSTOM,A heavily damaged invictus.,,,,
,,,,,,
nsp_HELIOS,WEAPON,"An enormous composite-beam laser system with near-omnidirectional coverage integrated into the forward hull of the Galaxy-class battlecruiser. Equally capable of engaging enemy ships and acting as a high-powered point defense system.

The pride of Altair Exotech R&D's Division 72, the High-Energy Laser Interception and Offense System was conceived as a radical new breed of point defense system for the in-development Galaxy-class battlecruiser. With a proprietary multitargeting emitter ""strip"" and a lasing medium directly pumped by the vessel's main reactor, the initial design brief promised a rare combination of wide-area coverage, pinpoint accuracy, and respectable firepower.

The realities of engineering, however, ultimately set in, and while the production-model HELIOS Array was not the impenetrable aegis against missiles and strikecraft it was meant to be, it is still a marvel of energy weapon technology, with the power output to threaten full-size warships and the efficiency and precision to fire on targets in nearly any direction as fast as gunnery crews can lock on.",,,,
,,,,,,
nsp_inthrictus,SHIP,"Closest match found to archive entry for ""Hathoda""-class orbital siege platform, 50.001% confidence.

Querying database... ""Dating back to even before the 3nd Expeditionary Wave, even before the controversial 2nd Domain Armada Revised Schema reclassification order, the Hathoda acted as the heavy spine of the Domain's early armadas, designed to engage the entire navies of smaller recalcitrant politi-"" DOMAIN INFOSEC VIOLATION THRESHOLD WARNING

// datastream resetting...

-arcos Mutiny, permanently retired due to ""cost and obsolescence"", though observers of naval industry noted that a new replacement for the venerable hull had not been- FATAL ACCESS ERROR // . 

This TriPad is not authorized to provide additional description for the requested product ID. Please upgrade your data permission level in compliance with Domain Information Security Standards.",,,,
nsp_onthraught,SHIP,"Closest match found to archive entry for ""Onslaught""-class battleship, ""Deep Operations/MK3"" variant, 81.29% confidence.

Querying database... ""Though most Domain ships underwent rigorous prototype deployment before being slated for mass production, the Onslaught was notable for instead being subject to a robust upgrade prog- DOMAIN INFOSEC VIOLATION THRESHOLD WARNING

// datastream resetting...

-icators' need for ammunition placed immense logistical strains on ""frontier ops"", necessitating a development towards more sustainable thermal - FATAL ACCESS ERROR // . 

This TriPad is not authorized to provide additional description for the requested product ID. Please upgrade your data permission level in compliance with Domain Information Security Standards.",,,,
nsp_threatribution,SHIP,"Closest match found to archive entry for ""Retribution""-class battlecruiser, 70.45% confidence.

Querying database... ""This culminated in Statute #1004282001, in effect a broad-reaching military order directing local flag officers to relax recruitment st- DOMAIN INFOSEC VIOLATION THRESHOLD WARNING

// datastream resetting...

-rion Drive as a guerilla tactic, slowly wearing down the Frontier Insurgency through- FATAL ACCESS ERROR // . 

This TriPad is not authorized to provide additional description for the requested product ID. Please upgrade your data permission level in compliance with Domain Information Security Standards.",,,,
nsp_thremlin,SHIP,"Closest match found to archive entry for ""Zelnick""-class phase frigate, 20.98% confidence.

Querying database... ""'Areas of control' as they came to be called, often only existed on paper, with Domain fleet elements spread- DOMAIN INFOSEC VIOLATION THRESHOLD WARNING

// datastream resetting...

-ccounting for the failures of the prototype, which suffered atrocious crew attition in addition to tendency towards mu- FATAL ACCESS ERROR // . 

This TriPad is not authorized to provide additional description for the requested product ID. Please upgrade your data permission level in compliance with Domain Information Security Standards.",,,,
nsp_throminator,SHIP,"Closest match ""Dominator""-class Heavy Cruiser, 45.39% confid-
Closest match ""Legate""-class Battlecruiser, 45.37% confid-
Closet match ""Kardakes""-class Artillery Cruiser, 45.38% confid-
Closest match ""Dominator""-class Heavy Cruiser, 45.39% confid-
Closest match ""Legate""-class Battlecruiser, 45.37% confid-
Closet match ""Kardakes""-class Artillery Cruiser, 45.38% confid-

IDENTIFICATION ERROR: Target matches multiple classes of ships in Domain registry. Submit data for temporary entry? Processing. ERROR // DOMAIN INFOSEC VIOLATION THRESHOLD WARNING

// retry? 

Processing.

// datastream resetting... 

Querying database...

""-extended police action against recalcitrant polities; despite widespread deployment, 'piracy of unknown origin' increased by over 10,000 perce-"" FATAL ACCESS ERROR //

This TriPad is not authorized to provide additional description for the requested product ID. Please upgrade your data permission level in compliance with Domain Information Security Standards.",,,,
,,,,,,
nsp_mk9_threat,WEAPON,"""[Best match: 'Mark III Autocannon (obsolete)' / abbreviated: true / show partial match: true / warnings: Variant contains unlicensed modifications. Variant displays unregistered production ID. Variant may be in violation of Domain Technological Safety Standards.]

""Created by the state-owned Domain Naval Industry Corporation, the Mark III was at the time considered the first ""true"" dedicated anti-capital weapons platform; created specifically for the deployment of new Hathoda hulls, the only ship at the time sturdy enough to withstand the Mark III's immense strain upon a ship's hull upon firing. Sale of the weapon was highly controlled; for many decades after its deployment, the Mark III was restricted to only a handful of ship classes.""

""Though initially promising, the Mark III's shelf life was cut short during the ""August Massacre"", where Domain naval procurement declared an unspecified ""force majeure"" on nearly a hundred heavy weapon system contracts. [See also: > August Massacre > Mark IV Controversy > SDIC v. Nordstern]""","??? Results compiled from 'The Authorized Encyclopedia of Early Weapon Systems of the Domain Armada, 43rd edition'",,,
nsp_threatbore,WEAPON,"""I'll tell you right now, these things ain't dumbfire. They shoot in straight line and all, but I've never seen plasma burns eat up a ship like that. Show me a ball of hot plasma that targets electrical systems like it's candy.""

""Their favorite thing to do is go after the bridge.  One shot gets through there, and half the crew get field promotions. Ruins the ship, too. Standing orders from the Powers that Be is any ship that gets tagged too much just gets dumped in the black.""","??? Special Acquisitions Asset #2920, recovered log entry",,,
,,,,,,
,,,,,,
#For Insulinde Starsystem,,,,,,
nsp_deora,CUSTOM,"This scarred planet once was one of few major terraforming projects of the sector, aimed to be a center of trade and commerce for nearby systems. But with the Collapse of gates come the collapse of Eridani Terraforming initiative, leaving the planet in a major financial void. Tri Tachyon corporation stepped in and stabilized the situation for a while, but weren?t able to prevent revolt which swept through the Insulinde system. A new antidomain movement claimed power and cut off all external trade, complicating the situation even more. 
In the resulting siege of the system, Deora was bombarded into stone age, finally destroying the barely holding ecosystem. Remaining rebel elements retreated in rural regions where they survive to this day.",,,,
nsp_revachol,CUSTOM,"Revachol once in the past was capital of Suzerainty of Revachol under the forgotten Domain's noble family, now an unstable and polluted world, famous for its low taxes and unlimited commerce. 

After the Collapse planet fell into barely contained chaos. Local nobles used more and more crude methods of maintaining power, until internal pressure toppled over and the planet became the center of antidomain revolution, which later spread to the whole system. But the new regime didn?t hold long, reactionary movements formed and when Tri-Tachion moved to claim the planet they were forced to cut the deal with reactionaries, allowing the planet to maintain its independence and reclaim mining station under special provisions.",,,,
nsp_revachol_miningstation,CUSTOM,"Revachol's mining station is major supplier of resources in the system. Mining rich outer asteroid belts, station always was fuel under all major industry in the system, and it maintains this status to this day.

Compared to the chaos on other major population centers of the star system, Revachol's mining station, was always small enough to make any power struggles too costly, so they just sweared their loyalty to any dominant power in the system, while struggling to establish any sort of supply routes to keep people fed and healthy and station?s systems from collapsing.",,,,
,,,,,,
,,,,,,
nsp_defiant,SHIP,"The experimental Meridian is a hard, mean ship. Though clearly sharing DNA with both the Apogee and Culmination-class ships, the creators of the Meridian are largely unknown. While plainly sharing design aspects and proprietary technology, the corporation vehemently denied any an all involvement with the project when it became public knowledge in an unusual incident.

What has been gleamed from fragmentary Domain history is that the Meridian was apparently commissioned in anticipation of a wave of civil unrest or insurrection. From where this expected insurrection was expected to arise is unknown, but many analysts have pointed out that the Meridian itself appears to be a ship custom-made to counter standard battlegroup task forces.",,,,
nsp_galaxy,SHIP,"An odd example of domain era starship design by Altair Exotech, the Culmination class was a foray into experimental technologies, and the combat exploration line that began with the famous Apogee class exploration cruiser. Most prominent among those experimental technologies having been it's HELIOS array, an integrated particle beam weapon directly built into the ship.

While the vessel saw somewhat limited military adoption, it's versatile suite of science facilities, spacious and near-luxurious crew quarters, and high resolution sensor package saw it gain high praise, and popularity amongst independent explorers, and surveyors on the frontiers of Domain space.",,,,
nsp_marauder,SHIP,"A creation of the infamous Dogar-Kazon Heavy Industry Concern, the Decorum was created as an apparent attempt to see how much corporation could get away with plausible deniability. Though nominally designated as a ""trade ship"", the large weapon mounts and aggressive layout of the ship makes itself obvious to even the most oblivious bureaucrat that the Decorum is a vessel primarily meant for raiding. 

Infamy plagued the ship; even before it began production, its blueprints were stolen by an equally shady corporation, who then attempted to pawn it off to Domain Procurement. The following legal battle resulted in the Decorum's blueprints being leaked to the public, creating an instant favorite among pirates and insurrectionists for its speed and frontal power.",,,,
nsp_scintillation,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. So the official histories say. 

During the First AI War, rumors abounded of autonomous ""fleet anchors""; gigantic sapphire citadels overloaded with guns and fighters, rarely found at the center of Tri-Tachyon's dreaded AI fleets. No such ship was ever confirmed to exist, yet over a century later explorers and treasure-hunters alike have occasionally reported a behemoth among the Persean Sector's worst-kept-secret. 

This, apparently, is that leviathan.
",,,,
nsp_onslaught_lp,SHIP,"A venerable design, the Onslaught-class battleships were first created to serve the Domain Armada long ago, before the development of advanced strike weapons, modern energy weapons, and shield systems. This variant has been modified into weapon of ""holy"" war, with overdriven engines, stripped shields and the ability to go faster than the ship was ever designed to go in a combat situation.

When first launched from orbital dock, their firepower and burst-speed surely intimidated entire systems. Some even say that they were built to combat non-humans in a long forgotten war. Much later, Orion Shipyards engineers made modifications to the blueprints to include a shield system, upgraded the hyperdrive, and reduced the required crew complement through automation and iterative engineering. Even though more advanced blueprints are available, the Onslaught remains the easiest to manufacture due to the brutal simplicity of its systems. 

A ship designed without shields in mind, built to be able to withstand a heavy barrage of enemy fire and strike back while protecting its crew is much loved by its officers and crew. And strike back it can; the Onslaught's unmatched ballistic potential can devastate entire fleets in minutes, its only drawback a logistical dependency on ammunition. 

Onslaught crews are proud to serve in the class which forms the backbone of the Hegemony Navy.",,,,
nsp_eagle_lp,SHIP,"Eagle-class cruisers are often found at the core of military fleets headed for battle. It is not hard to see why: A strong overall profile, with a robust engine, the Eagle's deadly weapons package is a threat to all enemies. This variant has been modified into a weapon of ""holy"" war by the Luddic Path.

The Eagle can deliver a strong tactical punch to enemy formations. Its numerous turret and hardpoint emplacements make it very dangerous to smaller foes. Decent armor and a strong shield emitter let it hold space while outnumbered, or even when faced with the rare larger ship. 

These strengths are somewhat countered by strike craft - an Eagle captain must always watch their scopes for an approaching strike squadron, since their ship will be easily crippled by multiple hits from modern strike weapons. 

The embodiment of the sleek and powerful space cruiser from the time of the Domain, the Eagle-class ships are a beautiful reminder of the technological and aesthetic achievements of humanity's past. ",,,,
nsp_eagle_mkii,SHIP,"Eagle-class cruisers are often found at the core of military fleets headed for battle. It is not hard to see why: A strong overall profile, with a robust engine, the Eagle's deadly weapons package is a threat to all enemies. This variant has been modified into an extreme weapon of ""holy"" war by the Luddic Path.

The Eagle can deliver a strong tactical punch to enemy formations. Its numerous turret and hardpoint emplacements make it very dangerous to smaller foes. Decent armor and a strong shield emitter let it hold space while outnumbered, or even when faced with the rare larger ship. 

These strengths are somewhat countered by strike craft - an Eagle captain must always watch their scopes for an approaching strike squadron, since their ship will be easily crippled by multiple hits from modern strike weapons. 

The embodiment of the sleek and powerful space cruiser from the time of the Domain, the Eagle-class ships are a beautiful reminder of the technological and aesthetic achievements of humanity's past. ",,,,
nsp_nebula_mkii,SHIP,"The voluminous but ungainly hull of the Mbaye-Gogol 430 ""Nebula"" does little to enhance the romance of interstellar travel but it does ensure a respectable passenger and cargo capacity for a ship of its class. Indeed, the Nebula has slowly come to dominate mid-tier passenger service since the muted reception of its first line of production. This variant has been modified into a cheap, ungainly weapons platform by Pirates.

The Nebula is equipped with a forward-facing shield to enhance the safety of passengers and extend the hull plating's maintenance schedule. And the Sector being what it is, several ballistic turrets and anti-missile all-band flare launchers have been mounted at fortuitous locations to assure paying passengers that their well-being is a top priority of the operator.",,,,
nsp_lp_buffalo,SHIP,"The go-to choice for medium cargo hauling in the Sector, the Buffalo-class freighter exemplifies the ""Load-n-Pray"" principle prevalent in Sector shipping. This variant has been modified by the Luddic Path into a poor weapon of ""holy"" war.

Sporting just a single small weapon emplacement, the hull of the ship is no more than a large engine with a tiny crew quarters section and cargo grapplers. A captain taking this ship out without a convoy rarely gets to make the same mistake twice. Incapable of anything resembling a combat maneuver, the lateral thrusters on Buffalo-class ships are designed to merely enable it to dock when (and if) it reaches its destination.

The ship engines are the greatest contributor to hull cost, which, while low, is still within the norms for a medium freighter. The greatest contributing factor to its ubiquity is the fact that the blueprint for this ship is usually hardcoded into every orbital shipyard's blueprint database.",,,,
nsp_bullshark,SHIP,"Designed during a transitory phase of ship design, the Bullshark is designed to enter the battlespace as quickly as possible, soften up the enemy with its respectable array of weaponry, then unleash its fighters to deliver the heavy blow.

Its mixed weaponry betrays a transitory origin. Designed right before the renaissance of the ""Cruiser School"" in ship design, the Bullshark was quickly eclipsed by its leaner, faster cousins. However, the ship did find a respectable niche in the role of a command carrier, able to act as the central nexus of a carrier group while still keeping pace with its smaller escorts. 
",,,,
nsp_cassowary,SHIP,"An experimental battleship that was slated to be produced by the Persean League, but ultimately cancelled.",,,,
nsp_cassowary_auto,SHIP,// TRI-PAD ERROR: Unknown Entry,,,,
nsp_hammerhead_auto,SHIP,// TRI-PAD ERROR: Unknown Entry,,,,
nsp_centurion_auto,SHIP,// TRI-PAD ERROR: Unknown Entry,,,,
nsp_falcon_auto,SHIP,// TRI-PAD ERROR: Unknown Entry,,,,
nsp_brawler_auto,SHIP,// TRI-PAD ERROR: Unknown Entry,,,,
,,,,,,
#EXPONENT,,,,,,
